feature_id,feature,feature_description,collected,compiled,elicitation_day,elicitation_month,elicitation_year,updated_day,updated_month,updated_year,domain,settlement,prelim_value,value,stimuli,answer,comment
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,9,7,2022,24,3,2023,Loanword phonology,Luchek,ä,e / ä,гУзге,güzgä,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,9,7,2022,24,3,2023,Loanword phonology,Luchek,e,e / ä,гУзге,güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,10,7,2022,24,3,2023,Loanword phonology,Myukhrek,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,10,7,2022,24,3,2023,Loanword phonology,Myukhrek,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,11,7,2022,24,3,2023,Loanword phonology,Kina,e,e / ä,гУзге,güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,24,3,2023,Loanword phonology,Ikhrek,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,24,3,2023,Loanword phonology,Ikhrek,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,24,3,2023,Loanword phonology,Ikhrek,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,13,7,2022,24,3,2023,Loanword phonology,Dzhilikhur,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,13,7,2022,24,3,2023,Loanword phonology,Dzhilikhur,e,e / ä,гУзге,guzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,16,7,2022,24,3,2023,Loanword phonology,Khnov,e / ö,e / ä ; ö,гУзге,güzge / güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,16,7,2022,24,3,2023,Loanword phonology,Khnov,ö,ö,гУзге,güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,17,7,2022,24,3,2023,Loanword phonology,Khnov,ö,ö,гУзге,güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,17,7,2022,24,3,2023,Loanword phonology,Khnov,ö,ö,гУзге,güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,18,7,2022,24,3,2023,Loanword phonology,Kiche,e,e / ä,гУзге,güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,18,7,2022,24,3,2023,Loanword phonology,Kiche,e [ö],ö,гУзге,güzge [ö],
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,24,3,2023,Loanword phonology,Kala,ö,ö,гУзге,güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,24,3,2023,Loanword phonology,Kala,e,e / ä,гУзге,güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,24,3,2023,Loanword phonology,Shinaz,e,e / ä,гУзге,güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,19,7,2022,24,3,2023,Loanword phonology,Shinaz,e,e / ä,гУзге,güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,21,7,2022,24,3,2023,Loanword phonology,Amsar,e / ä,e / ä,гУзге,güzge / güzgä,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,21,7,2022,24,3,2023,Loanword phonology,Amsar,ä,e / ä,гУзге,güzgä,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,22,7,2022,24,3,2023,Loanword phonology,Rutul,ö,ö,гУзге,güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,22,7,2022,24,3,2023,Loanword phonology,Rutul,ö,ö,гУзге,güzgö,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,24,7,2022,24,3,2023,Loanword phonology,Kufa,e,e / ä,гУзге,güzʲge / güzge,
11,ö in loanwords,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it are Azeri loawords with /ö/. In most instances, Azeri /ö/ is rendered as /e/. Here we measure the geographic determinant of retaining the /ö/ by asking for cognates of the inter-dialectal lexeme /güzge/ 'mirror' (cf. Az. güzgü). The sounds in check (preliminary values) are the final vowels. The values are ä / e for adaptation with /e/ and ö for retaining /ö/. Most importantly, we don't characterize this distinction as always phonological. Among some speakers both values were interchangeable. Among others [ö] appeared in first response or fast speech but when asked to name what sound there is or in careful speech [e] occured. Also worth mentioning that if /ü/ was adopted as /u/ in the first syllable, /ö/ always was adopted as /e/ in the second syllable.",Nikita Beklemishev,Nikita Beklemishev,24,7,2022,24,3,2023,Loanword phonology,Kufa,e,e / ä,гУзге,güzge,немножно огубленное е
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,8,7,2022,25,3,2023,Historical phonology,Kina,e,ä / e / aˁ / ɜ,Экул,ekul,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,9,7,2022,25,3,2023,Historical phonology,Luchek,ä,ä / e / aˁ / ɜ,Экул,äkul,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,9,7,2022,25,3,2023,Historical phonology,Luchek,e,ä / e / aˁ / ɜ,Экул,ekul,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,10,7,2022,25,3,2023,Historical phonology,Myukhrek,e,ä / e / aˁ / ɜ,Экул,ekʷal,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,10,7,2022,25,3,2023,Historical phonology,Myukhrek,e,ä / e / aˁ / ɜ,Экул,ekʷal,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,11,7,2022,25,3,2023,Historical phonology,Kina,e,ä / e / aˁ / ɜ,Экул,ekul,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,25,3,2023,Historical phonology,Ikhrek,-,NA,Экул,far,
12,â > ö / _Cʷ,"A sound like /ö/, namely a mid front or central rounded vowel, appears in the inventories across dialects contigently. A particular potential source for it is a realization of phoneme /â/ before a labialized consonant. Overall, reconstruted a in *CaCʲ, which we denote by /â/, can realize in a variety of centralized vowels, like ɜ, ɞ, o, ö, ɨ, aˁ, ä and a. Here we measure all the possible inter-dialectal correspondences between the first vowel in cognates of Rutul /ekul/ 'nest'. The sounds in check (preliminary values) are the last vowels. In this feature, ä / e / aˁ / ɜ are grouped together as e-like (I noticed ɜ as a correspondence of â in some dialects) and values ö / o / ɞ are grouped as ö-like. ",Nikita Beklemishev,Nikita Beklemishev,12,7,2022,25,3,2023,Historical phonology,Ikhrek,-,NA,Экул,far,
